4818636.33577890 26976562.18331322 164390503.47437298 839800.05665497 1614325.59685573 5713256.88062679 256761888.05086556 24450975.53957923 6791920.03662187 2648279.89500472 151937356.16271925 1166037.62485632 155555770.64403787 151610353.99237242 80878673.54775488 5382158.68615803 411386942.35724878 2133021.66364036 342090482.02870947 306854793.26103348 10811100.13637962 285941092.03625560 1499297.70085626 16597582.73277374 300928.53216564 73292927.33296360 285373307.38115060 71091013.36486709 49693945.12230815 332967881.76825881 
390946.42715338 5731845.63866293 134650640.16164434 297615.19425508 387024.10461031 513786.98561654 255646287.66415459 22836902.42966450 627851.09720053 1757777.65298414 151541574.42541209 142316.58914973 144098580.57611519 146260484.50816551 73630568.40678400 3928188.26762221 399356297.10114694 739381.07391341 339893627.91023284 302348754.90816402 8375938.12214341 261752895.78283843 233784.70145974 978132.73747062 123672.37382302 8112401.24425969 249849650.15506753 64231898.77643713 43771543.37755004 324323022.61089277 
151294.79115740 1916720.64510084 97807461.86506510 102454.39686283 10614.86494082 56037.72382847 255557075.51062495 21418363.00079126 37194.87135492 1485701.11017448 151474226.59723184 9861.90109064 12252214.48512112 94076514.14805803 70955031.67486969 3382402.74919804 393106050.24863577 1515.00906059 6460652.45283119 200831039.57358733 6910475.33040182 70813545.68653819 38516.12676326 3358.55345813 6480.36165435 3332245.95956115 239540197.21089256 63043094.20877872 42549198.71474533 10938854.14266397 
8718.23133866 43688.51084781 32368929.98016654 41901.02448363 714.01191166 4033.92937892 4041420.38613390 21155301.81130348 21848.98140092 1422153.10792554 151429227.54312271 9476.29046112 11246828.00267512 27746.56403367 67966439.33732903 3261318.76799612 4745406.32462172 464.40732359 44481.54449931 119332204.78861454 6251494.55765931 2460846.20503222 21125.22175722 1804.33427515 449.79428582 3254961.45140858 684699.61098095 61542984.82885715 1968832.72582688 404294.02584760 
1030.74169334 28145.64505755 27823118.43294174 35175.48512918 692.36171121 264.80395862 20380.62756997 4196.71010146 13637.30606475 1374566.77392582 29115237.13795773 9325.87747623 6036722.59740195 11901.65976260 31915871.94215234 3191629.37115826 1112207.08622578 384.72755338 43552.72328551 10947001.17194731 5784816.98121965 2444365.29962179 211.38636775 1785.98488368 27.95247273 3213202.11998415 7459.03966281 9606782.25985185 46425.57753735 83224.51505306 
847.94317854 24932.20654829 1102203.04201078 34823.53955305 690.88178564 7.92950574 10000.94537464 4051.59851488 5153.39437687 801449.47860262 2162142.61072406 9299.43583175 4082222.30632398 11307.70719593 24938483.73574090 151623.56961142 797447.87538919 381.26403127 43195.96907337 9131189.42394483 5165.45230191 2442431.44321470 85.34643532 1738.65171280 27.74881289 3209689.96977156 7397.25421741 9145051.44564723 147.74270623 48348.09883764 
837.37349200 24777.56725726 173181.18584913 34814.22456886 690.86281653 3.87875996 9900.83019900 4020.61779577 3862.66933602 5495.77400345 6569.03094596 9257.95772907 66319.82944972 11291.08852567 51017.30952021 150199.32731148 797043.33231998 369.78952786 43072.10836723 13136.72590297 5098.47354123 2442326.47311189 66.47015392 1577.20482987 27.74220843 3621.16630383 7396.43212274 283130.94237547 124.75925550 46546.24783809 
836.84623390 24709.23355687 11392.41522697 2829.73729169 690.86103746 3.07388942 9872.96405221 3995.78366948 2360.27839928 2980.07411045 6346.32567483 8607.30751831 11313.00141759 10316.99658869 315.89972545 145633.60868393 33072.92021552 339.92324854 34238.33384215 13127.76276294 5093.92373850 15.55314863 50.07703188 1386.60393017 27.74220655 3067.45180329 7396.35266866 6500.32670266 124.15708102 46519.70247005 
836.83380949 896.01092426 11344.89298040 1374.29878159 690.86081131 3.06115263 9872.92007105 3888.33045741 1839.12466132 2980.04762322 5843.60354429 8607.25940279 11297.89204138 2118.33685267 312.21079922 261.93942672 5138.88602613 259.28046486 1121.33608125 13127.59007121 5093.51091457 13.41376309 48.28643003 1386.60392366 27.74216601 3067.41540892 7396.35247287 6483.69436803 124.13432479 1581.42634644 
116.79128873 894.60203541 11055.31917837 293.86637439 690.86078387 3.06112256 7959.65779766 45.27720524 1749.38084574 107.39585592 5843.60272388 6872.33572025 34.07004710 1609.74213516 311.91472686 260.21816280 1400.40951496 249.15288711 1107.59389308 1169.48763446 418.04394896 7.55797615 47.00393753 1140.34368714 27.49070614 103.12425936 4352.59807717 4410.26403608 0.01507037 1395.71875461 
24.01390541 69.99821994 3.65073962 0.14444447 0.00098227 0.00060917 273.86552703 0.00301692 0.02831696 5.18370358 19.30520131 7.77791918 0.02492182 0.49451305 0.14594851 0.00715804 0.88977094 0.00969859 1.20423211 4.81217671 1.52673177 7.55747004 3.05813098 0.00278608 0.56270244 0.00005691 0.06868964 733.06424433 0.01395710 4.23570336 
0.09014850 0.03499102 0.00565683 0.00235413 0.00044827 0.00059622 0.03868579 0.00239728 0.00015111 0.00406079 0.01671571 0.90372024 0.00000313 0.24020580 0.00029708 0.00221579 0.00046426 0.00000051 0.00313309 0.00031118 0.00005426 0.02511392 0.01466799 0.00007688 0.00006107 0.00004067 0.00017242 0.33868347 0.00066366 0.48597960 
0.00002291 0.00000000 0.00073939 0.00000009 0.00026718 0.00003254 0.00005938 0.00151220 0.00000001 0.00000825 0.00017931 0.00000359 0.00000050 0.00216890 0.00004004 0.00000000 0.00000031 0.00000000 0.00000851 0.00014193 0.00005012 0.00003180 0.00112173 0.00000002 0.00000155 0.00000000 0.00007372 0.00000020 0.00000020 0.00011268 
0.00000001 0.00000000 0.00000208 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00002996 0.00000000 0.00000003 0.00000047 0.00000000 0.00000000 0.00000000 0.00000000 0.00000692 0.00000005 0.00000001 0.00000000 0.00000002 0.00000000 0.00000002 0.00000000 0.00000000 0.00000000 0.00000000 0.00000020 
0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 
