1.08162e+11 4.68771e+10 2.79113e+10 1.06116e+10 6.78257e+08 1.47174e+06 1757.9 363.484 0.0477256 5.01893e-07 0 0 0 0
1.21767e+11 6.00406e+10 3.87728e+10 1.28082e+10 7.31642e+08 3.00779e+06 1885.79 133.359 0.0472234 8.93054e-07 0 0 0 0
1.06815e+11 6.21676e+10 3.14244e+10 1.20072e+10 5.56021e+08 1.79765e+06 1366.81 108.958 0.0565721 1.62244e-06 0 0 0 0
9.72098e+10 5.10954e+10 2.96893e+10 1.02584e+10 6.75359e+08 2.51484e+06 3250.77 817.885 0.0694429 1.42605e-06 0 0 0 0
1.07328e+11 5.35541e+10 3.26077e+10 1.18635e+10 9.2934e+08 2.36716e+06 5591.99 2543.46 0.471347 3.18606e-06 0 0 0 0
1.15254e+11 5.62994e+10 2.85716e+10 1.23469e+10 6.9399e+08 2.72687e+06 8785.02 1533.52 0.0889079 3.90146e-06 0 0 0 0
1.02861e+11 5.79532e+10 3.15105e+10 1.20122e+10 6.95591e+08 1.73046e+06 1789.08 96.0127 0.0454386 6.95995e-07 0 0 0 0
1.00627e+11 5.38993e+10 2.80781e+10 9.32509e+09 7.10236e+08 2.19835e+06 2720.77 778.95 0.260084 3.48433e-06 0 0 0 0
1.12889e+11 5.7777e+10 2.90195e+10 1.23138e+10 6.48846e+08 2.23917e+06 2237.86 195.522 0.092242 1.68112e-06 0 0 0 0
1.09147e+11 6.30714e+10 3.29729e+10 1.14055e+10 9.08655e+08 2.81418e+06 3220.62 584.38 0.157542 8.25707e-06 0 0 0 0
1.16575e+11 6.5632e+10 3.49237e+10 1.27257e+10 7.59745e+08 1.77209e+06 1539.06 14.4277 0.02713 6.40468e-07 0 0 0 0
1.20954e+11 6.03826e+10 3.46232e+10 1.15635e+10 8.64834e+08 3.51924e+06 4068.68 691.01 0.143833 5.31942e-06 0 0 0 0
1.07971e+11 4.93437e+10 3.20824e+10 1.12565e+10 7.16879e+08 2.257e+06 8742.19 1340.25 0.127397 1.24259e-06 0 0 0 0
1.06031e+11 6.2286e+10 3.24235e+10 1.10489e+10 7.24393e+08 2.25684e+06 1113.47 1.66132 0.00657688 2.7004e-07 0 0 0 0
1.07082e+11 5.85022e+10 3.59783e+10 1.17719e+10 6.11877e+08 2.52628e+06 3106.38 911.665 0.178337 5.6273e-06 0 0 0 0
9.23572e+10 5.74269e+10 3.47631e+10 1.12581e+10 5.92915e+08 1.79688e+06 3925.67 580.137 0.0444013 6.5727e-07 0 0 0 0
1.08519e+11 5.57833e+10 3.0658e+10 1.06729e+10 7.42551e+08 2.09731e+06 3271.26 528.867 0.0650498 2.62213e-06 0 0 0 0
1.04695e+11 5.68216e+10 3.36168e+10 1.08876e+10 7.66904e+08 1.86013e+06 4639.87 1203.41 0.121266 2.08439e-06 0 0 0 0
1.02251e+11 6.30766e+10 3.70912e+10 1.0164e+10 6.63437e+08 2.52466e+06 3099.11 776.344 0.0764577 1.74864e-06 0 0 0 0
1.03853e+11 5.08046e+10 3.05551e+10 1.0612e+10 8.51892e+08 2.34772e+06 1565.63 1.95839 0.00477707 2.01476e-07 0 0 0 0
1.03054e+11 5.77315e+10 2.68673e+10 9.99514e+09 6.00753e+08 1.64401e+06 1824.51 265.333 0.149588 4.21903e-06 0 0 0 0
1.06519e+11 5.15371e+10 2.85811e+10 1.19733e+10 8.29955e+08 3.24379e+06 4030.75 969.148 0.0791111 2.9633e-06 0 0 0 0
9.423e+10 6.22272e+10 3.21009e+10 1.1758e+10 8.41292e+08 2.57804e+06 1860.38 15.002 0.0135901 2.61586e-07 0 0 0 0
1.05132e+11 5.62551e+10 3.27449e+10 9.71968e+09 5.84758e+08 2.01487e+06 1656.46 193.261 0.0202498 3.04416e-07 0 0 0 0
