1.77938e+10 7.01387e+09 2.21247e+09 6.72427e+08 4.69055e+07 165953 6322.79 2868.68 2315.54 2293.29 2288.07 2285.28 2283.4 2268.45
1.42731e+10 4.52912e+09 1.37023e+09 7.33658e+08 3.91708e+07 207900 6079.91 2797.36 2328.79 2301.53 2298.27 2293.8 2291.78 2279.27
1.54612e+10 5.89963e+09 2.25959e+09 8.03893e+08 2.58327e+07 239941 6035.13 2945.84 2310.67 2250.71 2196.37 2188.08 2175.84 2175.56
1.39639e+10 5.61251e+09 2.16135e+09 6.89838e+08 2.88961e+07 187721 6330.67 3041.96 2234.87 2196.67 2190.14 2185.36 2182.61 2165.79
1.8674e+10 4.09609e+09 2.4372e+09 5.08434e+08 4.37299e+07 175402 6792.49 3095.59 2311.68 2244.76 2221.74 2215.5 2207.07 2197.66
1.49265e+10 5.19279e+09 2.12644e+09 5.60533e+08 4.26487e+07 163986 7633.57 3082.85 2536.44 2493.16 2488.33 2483.37 2482.93 2449.87
1.41226e+10 4.90344e+09 2.35475e+09 5.44322e+08 3.70871e+07 214687 7102.04 3370.25 2495.82 2432.37 2423.71 2419.41 2403.59 2402.32
1.15697e+10 4.57533e+09 2.54489e+09 6.77206e+08 3.55569e+07 172724 7102.52 3310.73 2531.16 2479.14 2473.43 2469.96 2455.73 2453.3
1.73137e+10 6.8566e+09 2.47156e+09 6.61751e+08 3.37004e+07 158291 5811.63 2863.82 2464.27 2426.28 2419.98 2417.11 2402.16 2341.19
1.98034e+10 4.47175e+09 2.52379e+09 7.37433e+08 3.39393e+07 161171 6705.11 3107.23 2496.61 2404.4 2396.36 2390.51 2380.39 2368.85
1.48276e+10 4.88872e+09 2.37609e+09 6.40312e+08 4.1128e+07 228096 9772.09 3182.9 2290.97 2257.49 2252.39 2243.69 2223.6 2223.39
1.53812e+10 6.56418e+09 2.54467e+09 7.82748e+08 4.19069e+07 200348 8455.59 3228.87 2291.1 2247.04 2238.16 2233.52 2231.93 2218.84
1.28213e+10 6.06458e+09 2.16361e+09 8.16332e+08 3.93414e+07 211540 6366.57 2957.57 2557.56 2509.72 2500.24 2492.37 2460.36 2459.3
1.32194e+10 4.65275e+09 2.53333e+09 7.34793e+08 4.56409e+07 275092 6633.84 3049.44 2642.06 2615.21 2539.58 2495.14 2476.31 2474.32
1.31948e+10 6.27342e+09 2.63222e+09 8.03534e+08 2.84268e+07 199347 8312.71 3301.2 2400.52 2286.82 2284.5 2281.44 2279.02 2216.08
1.80092e+10 5.92013e+09 2.40673e+09 7.15545e+08 3.72529e+07 222895 7804.8 3188.26 2536.56 2479.97 2471.38 2467.43 2465.92 2450.29
1.68512e+10 4.64022e+09 2.38817e+09 6.6959e+08 4.32528e+07 207850 7332.48 2871.07 2285.23 2226.71 2219.08 2214.54 2196.3 2192.87
1.54953e+10 5.23558e+09 2.5096e+09 6.86338e+08 4.57332e+07 226105 6485.48 2844.76 2261.63 2236.17 2231.98 2229.23 2223.77 2210.75
1.56475e+10 4.24945e+09 2.07998e+09 7.36503e+08 4.10724e+07 215874 7177.48 3072.14 2460.96 2419.59 2413.52 2410.01 2407.66 2393.5
1.60261e+10 4.84544e+09 2.20413e+09 7.00424e+08 4.0682e+07 204007 7959.46 2888.58 2213.23 2151.74 2145.67 2142.77 2131.24 2125.46
1.2902e+10 4.9127e+09 1.69467e+09 7.14711e+08 3.95261e+07 216754 5760.15 2654.71 2241.35 2211.58 2207.64 2205.12 2202.98 2188.86
1.53763e+10 5.95898e+09 2.53359e+09 7.715e+08 3.47591e+07 252348 8271.79 3151.99 2342.61 2258.36 2252.25 2247.92 2242.58 2221.94
