1.73281e+07 3.31761e+06 1.27775e+06 30304.1 458.595 23.3276 14.094 8.80968 0.564267 0.499333 0.498571 0.498568 0.498568 0.498568
1.87482e+06 224698 224698 6598.29 192.728 22.6129 18.1022 4.6059 0.383371 0.0563297 0.0550132 0.0550035 0.0550035 0.0550035
1.84094e+06 594100 269507 32158.9 350.371 22.9538 14.7375 8.04117 0.280428 0.043731 0.00443353 0.00095002 0.000893569 0.000893346
1.94057e+06 810019 92941.4 7077.67 152.106 24.9836 13.1375 8.72883 0.423782 0.0559553 0.00650166 0.000126282 7.60162e-05 7.59505e-05
75655.7 75655.7 62722.1 2630.1 495.026 18.6086 8.55851 7.27152 0.516609 0.5 0.5 0.5 0.5 0.5
317997 317997 317997 15113.6 166.793 25.0966 13.6056 6.17024 0.487488 0.36293 0.354687 0.354674 0.354674 0.354673
3.69907e+07 4.52993e+06 553144 25309.6 391.758 18.2803 9.91587 7.63911 0.352708 0.0156633 0.00877446 0.00787084 0.00786109 0.00786108
1.96725e+07 1.18581e+07 343145 29816.7 356.503 27.3737 14.4673 8.28964 0.167369 0.00885281 0.00117621 0.000617813 0.000616897 0.00061689
5.43393e+06 1.71031e+06 27676.7 21938 405.373 15.5296 15.5296 6.63699 0.511723 0.41036 0.370335 0.37024 0.37024 0.37024
1.5126e+07 1.94659e+06 295695 29302.8 320.934 23.2729 11.5905 6.88485 0.485279 0.400159 0.39976 0.39976 0.39976 0.39976
4.99441e+07 1.24422e+06 373203 40941.8 213.493 25.5112 16.5538 5.08086 0.505947 0.5 0.5 0.5 0.5 0.5
3.88668e+06 189742 189742 5913.75 201.937 20.8595 7.34115 7.34115 0.645808 0.494772 0.493665 0.493664 0.493664 0.493664
7.70536e+06 2.67433e+06 1.65629e+06 6006.9 323.583 25.2333 8.66807 2.84856 0.205388 0.0374786 0.0077926 0.00133731 0.000543242 0.0005432
2.65478e+07 1.69046e+06 476089 40969.8 227.309 27.014 7.12498 7.12498 1.38132 0.0175285 0.00706995 0.00697922 0.00697919 0.00697919
311778 311778 311778 15998.5 262.858 25.6355 18.7611 8.34945 0.444568 0.197253 0.112965 0.110299 0.110298 0.110298
5.02317e+06 2.19675e+06 2.07075e+06 47139.9 280.594 24.0955 17.9186 10.3307 0.510146 0.499999 0.499998 0.499998 0.499998 0.499998
9.81675e+06 8.50942e+06 1.83972e+06 25785.6 587.574 26.1174 8.86138 8.86138 0.62914 0.499552 0.499404 0.499404 0.499404 0.499404
1.02827e+07 7.51069e+06 779023 80959.9 271.864 24.5023 15.0686 8.90492 1.51554 0.0239076 0.00830004 0.00253768 0.0016825 0.00168248
1.48317e+07 9.61281e+06 1.07286e+06 19209.7 334.9 26.1008 13.3105 4.46173 0.44017 0.283335 0.271852 0.271812 0.271812 0.271812
1.04202e+07 171576 8976.27 8976.27 871.502 24.3604 13.4853 8.5537 0.519646 0.500002 0.5 0.5 0.5 0.5
370200 124279 124279 27655.6 459.467 26.6957 10.6861 5.27516 0.344594 0.124153 0.114668 0.114658 0.114658 0.114658
1.20756e+07 1.69748e+06 283003 5975.6 721.634 14.5394 13.9408 8.42732 0.538961 0.440757 0.439555 0.439554 0.439554 0.439554
1.92855e+07 2.29461e+06 732249 32020.5 267.817 26.6087 15.7905 7.93135 0.341336 0.206215 0.205508 0.205506 0.205506 0.205506
9.54372e+06 5.89452e+06 26206.1 19250.1 415.3 26.1058 14.2692 6.45866 0.329836 0.0308526 0.00412002 0.00369629 0.00369316 0.00369312
2.28609e+07 1.69325e+07 101611 8210.71 229.227 24.4756 14.0052 5.64057 0.501688 0.5 0.499999 0.499999 0.499999 0.499999
90087.3 90087.3 90087.3 22932.3 142.535 25.6525 10.8389 6.54534 0.505814 0.5 0.5 0.5 0.5 0.5
4.10295e+07 367912 367912 43342.8 107.429 20.8816 13.3867 4.81405 0.501138 0.499997 0.499996 0.499996 0.499996 0.499996
5.85565e+06 50214.7 50214.7 3974.99 93.4706 22.9508 18.0736 8.18751 0.446268 0.0280982 0.0024534 0.0017116 0.0016703 0.00167029
